,LATITUD_Y,LONGITUD_X,mines_outcome,elevation,Vocacion_Agroforestal,Vocacion_Agrícola,Vocacion_Conservación de Suelos,Vocacion_Cuerpo de agua,Vocacion_Forestal,Vocacion_Ganadera,Vocacion_Zonas urbanas,CLIMA_Cuerpo de agua,CLIMA_Cálido húmedo,CLIMA_Cálido húmedo a muy húmedo,CLIMA_Cálido seco,CLIMA_Cálido seco a húmedo,CLIMA_Frío húmedo a muy húmedo,CLIMA_Frío húmedo y frío muy húmedo,CLIMA_Frío muy húmedo,CLIMA_Muy frío y muy húmedo,CLIMA_Templado húmedo a muy húmedo,CLIMA_Zona urbana,TIPO_RELIE_Cuerpo de agua,TIPO_RELIE_Espinazos,TIPO_RELIE_Filas y vigas,TIPO_RELIE_Glacís coluvial y coluvios de remoción,TIPO_RELIE_Glacís y coluvios de remoción,TIPO_RELIE_Lomas y colinas,TIPO_RELIE_Plano de inundación,TIPO_RELIE_Terrazas,TIPO_RELIE_Terrazas y abanicos terrazas,TIPO_RELIE_Vallecitos,TIPO_RELIE_Vallecitos coluvio-aluviales,TIPO_RELIE_Zona urbana,population_2020,rwi,Municipio,geometry,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista, Atentados, Combates, Enfrentamientos, Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Secuestro,Tortura,Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles ,Lesiones Personales Fisicas,Lesiones Personales Psicologicas,Confinamiento,SIN INFORMACION ,comimo_dist,airports_dist,seaport_dist,settlement_dist,finance_dist,edu_dist,buildings_dist,railways_dist,waterways_dist,roads_dist,coca_dist,rwi_missing
12,5.786073792037056,-75.33859129491768,0,2249.599365234375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.40825,ABEJORRAL,POINT (-75.33859129491768 5.786073792037056),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,15.748033489500816,41.10234557273911,51.34526075831687,3.0574821109909447,22.45755553393172,8.451112435093027,2.020890396588076,72.86692569327498,1.1676050609560755,0.2023068102385751,21.77399098444717,0.0
13,5.786073792037056,-75.32961693594332,0,2293.78466796875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.1845,ABEJORRAL,POINT (-75.32961693594332 5.786073792037056),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,16.70302308079957,41.33896784191101,52.31152900930852,2.5632934841343125,21.50378068997471,8.114720473625061,1.6275430499782877,71.87520656900318,0.7615416443839854,0.2421781573152179,20.805178783728834,0.0
14,5.795048151011415,-75.32064257696896,0,2722.33740234375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.34425,ABEJORRAL,POINT (-75.32064257696896 5.795048151011415),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,17.438402844930717,40.63854273079126,53.064675793659966,2.086065500569803,20.871756683872167,8.875185499098537,0.9748693837677797,70.93849135808343,1.3585112413329,0.0433598529606034,19.62873902613323,0.0
15,5.804022509985774,-75.32064257696896,0,2601.480224609375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.178,ABEJORRAL,POINT (-75.32064257696896 5.804022509985774),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,16.99240767049437,39.68105490812275,52.86855280204024,1.7203077621589788,21.23198369697484,9.863151573106109,0.8351564605082505,71.00744599685206,1.123542289182907,0.642720646589435,19.467689348016226,0.0
16,5.804022509985774,-75.31166821799461,0,2111.84716796875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.228,ABEJORRAL,POINT (-75.31166821799461 5.804022509985774),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,17.26557557631589,39.97540501141086,53.844060210962766,0.7430508475415699,20.317781842289275,9.780206670378671,1.7797626749400457,70.01757812807905,0.2230504249027026,0.1028503192552504,18.48467918290961,0.0
17,5.812996868960133,-75.31166821799461,0,2129.333251953125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.3675,ABEJORRAL,POINT (-75.31166821799461 5.812996868960133),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,16.31695575850506,39.027159873784846,53.66932819631924,1.0731141290833064,20.73575128680028,10.77761249840174,2.2140182120182303,70.10111401079418,1.065754535713992,0.250120166382572,18.36788250861157,0.0
18,5.804022509985774,-75.30269385902025,1,2914.488037109375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.303,ABEJORRAL,POINT (-75.30269385902025 5.804022509985774),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,17.590594465808103,40.29205787287779,54.82018520156765,0.3406439693077709,19.41130840907719,9.797687798065011,2.7584216469083964,69.02779534777889,0.2989539784230304,0.198401703355541,17.50277038178736,0.0
19,5.812996868960133,-75.30269385902025,0,2753.782470703125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.37075,ABEJORRAL,POINT (-75.30269385902025 5.812996868960133),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,16.660485494518152,39.35143856100381,54.64855877634123,0.8458691584002428,19.848390057395907,10.79347809625875,3.057371001740159,69.1124425278305,1.2663582580531627,0.4945316895786075,17.379392338314695,0.0
20,5.821971227934492,-75.30269385902025,0,2596.3681640625,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.4385,ABEJORRAL,POINT (-75.30269385902025 5.821971227934492),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,15.738683587932936,38.413710113218,54.494667822884914,1.8183983325368211,20.325105117645187,11.78962570134242,3.614883471841969,69.21083145260015,1.6492642962300672,0.3977702322995811,17.31274679852795,0.0
21,5.812996868960133,-75.2937195000459,0,2021.264892578125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.37075,ABEJORRAL,POINT (-75.2937195000459 5.812996868960133),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,17.054946762671637,39.697886951634096,55.62826685190733,1.500210623425071,18.97148573325317,10.900134702240305,3.969888670014876,68.12389176063779,1.3214057146492466,0.7078132584526172,16.39141810255156,0.0
22,5.821971227934492,-75.2937195000459,0,2251.49365234375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.4385,ABEJORRAL,POINT (-75.2937195000459 5.821971227934492),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,16.155660908136163,38.76853351656326,55.47707802483267,1.5415512570344445,19.469697523679024,11.88734640617131,4.414717220979166,68.22372215154638,1.144135997477293,0.3229139632196778,16.320755001932795,0.0
23,5.830945586908851,-75.2937195000459,1,2272.835205078125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.3735,ABEJORRAL,POINT (-75.2937195000459 5.830945586908851),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,15.268633546516863,37.8426713093854,55.3434718068104,1.0461045064435035,20.005314029314743,12.876206511743344,5.019515833926933,68.33797952895915,0.2485827712443538,0.264238243033132,16.307345970300133,0.0
24,5.83991994588321,-75.2937195000459,1,2028.097045898438,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.3735,ABEJORRAL,POINT (-75.2937195000459 5.83991994588321),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,14.396130802232411,36.92056298108944,55.22757580521307,1.343097362726018,20.575414313467967,13.866362363115586,5.735239453569815,68.46659166544076,0.4346804306552611,0.8869322549077107,16.307084924585748,0.0
25,5.795048151011415,-75.53602719235352,1,962.4246215820312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.447,ABEJORRAL,POINT (-75.53602719235352 5.795048151011415),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,3.038405573020901,40.98507911054053,30.14526462081923,4.05701856806206,9.450622755342296,8.494207597590718,2.547534996993224,94.73154959923124,1.3877983806095735,1.098087506507204,43.26712113812028,0.0
26,5.821971227934492,-75.53602719235352,1,1073.115478515625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.66,ABEJORRAL,POINT (-75.53602719235352 5.821971227934492),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,6.032115136528229,38.14492207262765,29.197182861837124,5.031096498216457,6.765466438542303,5.747327281196707,1.1560692568625042,94.91689393548788,0.6759540903739291,1.1588999645317293,43.11679569248243,0.0
27,5.804022509985774,-75.50910411543045,1,447.3385314941406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.778,ABEJORRAL,POINT (-75.50910411543045 5.804022509985774),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,4.033733169286426,39.20815586518837,32.62351041395783,1.855028211860893,10.132441811151264,9.081761780741235,0.6018773428274249,91.80945018747768,4.254658837370795,0.4227318410585537,40.22176227958638,0.0
28,5.812996868960133,-75.50910411543045,1,466.3063354492188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.843,ABEJORRAL,POINT (-75.50910411543045 5.812996868960133),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,3.521929332386763,38.24090316715488,32.33476114624633,2.129788471955993,9.38891126583449,8.332950319399538,1.4393764002677345,91.87328617259024,3.734209233625223,0.6148792269132769,40.16796669976404,0.0
29,5.786073792037056,-75.50012975645609,1,407.8882446289062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.463,ABEJORRAL,POINT (-75.50012975645609 5.786073792037056),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,4.208787864909873,40.928664134000734,34.21246469741138,2.1283370397927923,12.311206407645455,11.266285445618664,1.0891101173453777,90.72208489825115,4.664691319507755,0.099370446431921,39.41712216824386,0.0
30,5.804022509985774,-75.50012975645609,1,427.4385681152344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.5885,ABEJORRAL,POINT (-75.50012975645609 5.804022509985774),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,3.2975057333632285,38.97891284166168,33.57085956345653,0.8630054431367529,10.796344395157556,9.740290395541177,1.311228460118819,90.81838533114296,3.5085826872542483,0.5909366468868693,39.23121228298088,0.0
31,5.812996868960133,-75.50012975645609,1,423.9681396484375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.58175,ABEJORRAL,POINT (-75.50012975645609 5.812996868960133),4840,4255,43,363,7,5,4626,492,0,13,4,0,22,3,0,0,0,2.647000772371148,38.0058301594803,33.29031322290115,1.356351950459507,10.101787355783513,9.046144085515284,2.005181311563436,90.88293325901216,3.2516131715926555,0.1584876151086461,39.17607255081836,0.0
